start_tc,end_tc,start_s,end_s,track_index,track_type,seg_index,material_name,display_name,basename,source_class,speed,volume,scale_x,alpha,extra_refs,material_id,start_us,duration_us
0:46.467,0:48.533,46.467,48.533,12,text,24,IRENE GOT THE HIGHEST CARD,IRENE GOT THE HIGHEST CARD,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,6AC245A2-0D17-439C-AFEC-6646725E5FFD,46466666,2066667
0:46.733,0:48.533,46.733,48.533,1,video,6,challenge_hold_for_shield.mp4,challenge_hold_for_shield.mp4,challenge_hold_for_shield.mp4,staged_kit,1.0,4.409807205200195,1.0879223096509243,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,AE47958D-EE0B-4423-8EF6-6AA21F9C87CE,46733333,1800000
0:48.533,0:49.933,48.533,49.933,1,video,7,hf_20260722_180656_6cd309a4-5585-4bce-be92-dacb62838d73.mp4,hf_20260722_180656_6cd309a4-5585-4bce-be92-dacb62838d73.mp4,hf_20260722_180656_6cd309a4-5585-4bce-be92-dacb62838d73.mp4,legend_hf,1.0,1.0,1.178197064989518,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,0D37BAC2-6033-4468-9067-8580E6C01B5F,48533333,1400000
0:48.533,0:51.933,48.533,51.933,7,video,9,8A0C4969-AA3E-467D-A5F6-9629E2DABF3C.PNG,8A0C4969-AA3E-467D-A5F6-9629E2DABF3C.PNG,8A0C4969-AA3E-467D-A5F6-9629E2DABF3C.PNG,legend_still,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,8B974084-9C8F-4C4F-8F5A-4F42D30643B6,48533333,3400000
0:48.667,0:50.500,48.667,50.5,14,audio,0,Short Whoosh 4,Short Whoosh 4,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.0,0.23088349401950836,,,speeds:speed,09930143-26C1-4A20-AD10-319B7EDBB503,48666666,1833334
0:48.933,0:50.300,48.933,50.3,12,text,25,SHE WINS THE SHIELD,SHE WINS THE SHIELD,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,34E3C3CA-3F7E-4B3B-9723-11078D486438,48933333,1366667
0:49.833,0:52.400,49.833,52.4,13,audio,3,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.23848186433315277,,,speeds:speed | audio_fades:audio_fade,1220FE01-7922-4E83-B6DA-E3A0B2ED6CB6,49833333,2566667
0:49.933,0:51.933,49.933,51.933,1,video,8,hf_20260722_180145_39d9caec-adc3-408b-bd8d-8562938f5a23.mp4,hf_20260722_180145_39d9caec-adc3-408b-bd8d-8562938f5a23.mp4,hf_20260722_180145_39d9caec-adc3-408b-bd8d-8562938f5a23.mp4,legend_hf,1.69,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,8BFA2219-3ED7-4507-9E5B-30714CA9E192,49933333,2000000
0:50.300,0:51.700,50.3,51.7,12,text,26,AND IS SAFE TONIGHT,AND IS SAFE TONIGHT,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,8394971E-3724-455B-9899-8D4F57DE52FA,50300000,1400000
0:51.700,0:53.300,51.7,53.3,12,text,27,AS THE DAY CONTINUES,AS THE DAY CONTINUES,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,3B3D5118-600A-4CCE-B3C8-164D1A651CC2,51700000,1600000
0:51.933,0:54.133,51.933,54.133,1,video,9,hf_20260722_180743_7444f0ec-98b3-462f-9877-dc4190a104e0.mp4,hf_20260722_180743_7444f0ec-98b3-462f-9877-dc4190a104e0.mp4,hf_20260722_180743_7444f0ec-98b3-462f-9877-dc4190a104e0.mp4,legend_hf,1.86,1.0,1.0,1.0,speeds:speed | canvases:canvas_color,CFCBB9A6-1911-49BC-942B-C6F7B748D484,51933333,2200000
0:53.767,0:56.833,53.767,56.833,6,video,0,Talk.mp4,Talk.mp4,Talk.mp4,staged_kit,1.65,1.0,1.0,0.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,47F43490-46DB-41BB-B91B-D5A8A9576F87,53766666,3066667
0:53.767,0:58.733,53.767,58.733,7,video,10,D7AF15A5-3171-428E-9408-6135AA533103.PNG,D7AF15A5-3171-428E-9408-6135AA533103.PNG,D7AF15A5-3171-428E-9408-6135AA533103.PNG,legend_still,1.0,1.0,1.0,1.0,speeds:speed | common_mask:Split | canvases:canvas_color | material_animations:sticker_animation,B47ECE60-8299-4F07-9215-5D586BA67708,53766666,4966667
0:54.500,1:10.367,54.5,70.367,19,audio,3,music_drama.mp3,music_drama.mp3,music_drama.mp3,staged_audio,1.0,0.19456399977207184,,,speeds:speed,C059BD05-E77F-43CE-8871-A60026AFC3E4,54500000,15866666
0:56.700,0:58.733,56.7,58.733,17,audio,6,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.44128307700157166,,,speeds:speed | audio_fades:audio_fade,B7D3F969-3728-4A42-AC45-47DCC211365F,56700000,2033333
0:56.833,0:58.733,56.833,58.733,6,video,1,D7AF15A5-3171-428E-9408-6135AA533103.PNG,D7AF15A5-3171-428E-9408-6135AA533103.PNG,D7AF15A5-3171-428E-9408-6135AA533103.PNG,legend_still,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,CB8B706E-FD58-491E-94DA-4EA4FA76D49A,56833333,1900000
0:58.567,0:59.767,58.567,59.767,12,text,28,AT THE END OF THE DAY,AT THE END OF THE DAY,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,57F6D8E7-96CB-4D32-A464-8770A082093B,58566666,1200000
0:58.733,1:00.033,58.733,60.033,1,video,10,Village.mp4,Village.mp4,Village.mp4,staged_kit,1.0,0.0,1.8695225762482648,0.58,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,3B29700C-C895-4364-AF21-344682D5F950,58733333,1300000
0:59.767,1:02.067,59.767,62.067,12,text,29,EVERY DOUBLE CASTS A BALLOT,EVERY DOUBLE CASTS A BALLOT,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,1F6BFBD1-8E40-4E9F-AB30-7F516E09D2BF,59766666,2300000
1:00.033,1:03.067,60.033,63.067,1,video,11,ballots.mp4,ballots.mp4,ballots.mp4,staged_kit,0.68,1.0,1.0,1.0,speeds:speed | canvases:canvas_color,E6A5D321-F076-4136-BC7B-6F2B1FF70FF8,60033333,3033333
1:02.233,1:04.400,62.233,64.4,12,text,30,TONIGHT SIX VOTES LAND ON,TONIGHT SIX VOTES LAND ON,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,8DFDE561-34D7-43AE-A177-D06E001C0746,62233333,2166667
1:03.000,1:06.000,63.0,66.0,6,video,2,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,legend_still,1.0,1.0,1.0,1.0,speeds:speed | video_effects:Shake | common_mask:Split | canvases:canvas_color | material_animations:sticker_animation,566600CE-13CB-4C57-B000-3BC558B57755,63000000,3000000
1:03.133,1:05.433,63.133,65.433,17,audio,7,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.2556167542934418,,,speeds:speed | audio_fades:audio_fade,00627E3F-7EA9-45A0-9AA9-F97DB85663F1,63133333,2300000
1:04.400,1:05.433,64.4,65.433,12,text,31,IVAN PITS,IVAN PITS,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,1D02A391-7082-49A6-97E6-7D4491EBB6BB,64400000,1033333
1:05.900,1:08.000,65.9,68.0,12,text,32,IRENE'S BALLOT IS ONE OF THEM,IRENE'S BALLOT IS ONE OF THEM,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,61F98350-2E14-4ED5-B135-B8BCACA23A39,65900000,2100000
1:06.000,1:08.367,66.0,68.367,2,video,0,ivan_leave_phaser.jpg,ivan_leave_phaser.jpg,ivan_leave_phaser.jpg,staged_phaser,1.0,1.0,2.3743746664361622,0.73,speeds:speed | transitions:Tremble Zoom | canvases:canvas_color | material_animations:sticker_animation,74F9F823-2074-4C92-87CB-6196EE112181,66000000,2366666
1:08.367,1:11.633,68.367,71.633,2,video,1,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,legend_hf,1.0,1.0,1.178197064989518,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,3F5D171E-3D70-477E-B5DE-C5A3502AE849,68366666,3266667
1:08.500,1:11.000,68.5,71.0,12,text,33,IVAN IS GONE,IVAN IS GONE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,1D3BD574-62A6-4EAA-89A1-3A3002B11CAA,68500000,2500000
1:10.367,1:26.233,70.367,86.233,19,audio,4,music_drama.mp3,music_drama.mp3,music_drama.mp3,staged_audio,1.0,0.19456399977207184,,,speeds:speed,3E90D3C4-805B-4A29-9884-5DC44DA6A6CF,70366666,15866667
1:11.633,1:13.267,71.633,73.267,2,video,2,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,legend_hf,1.78,1.0,1.0,1.0,speeds:speed | common_mask:Rectangle | canvases:canvas_color | material_animations:sticker_animation,80A35DA3-0C02-4F37-A445-00F3C8CC4794,71633333,1633333
1:11.633,1:13.267,71.633,73.267,5,video,0,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,legend_still,1.0,1.0,0.6091968403397146,0.77,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,6212209E-276C-45E2-9E13-0A5AD40C7921,71633333,1633333
1:11.800,1:13.267,71.8,73.267,13,audio,4,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.23848186433315277,,,speeds:speed | audio_fades:audio_fade,AE3882D9-F0C1-4299-8927-F100228B6385,71800000,1466666
1:13.033,1:14.067,73.033,74.067,12,text,34,TOMORROW,TOMORROW,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,BE89865A-7E60-4466-BB7A-2A676F24ABD0,73033333,1033333
1:14.067,1:15.833,74.067,75.833,12,text,35,THE SHIELD IS GONE,THE SHIELD IS GONE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,9F07E9E2-0C82-40EA-ACAD-5DF88AF651C1,74066666,1766667
1:14.233,1:15.833,74.233,75.833,2,video,3,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,legend_hf,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,E8D1430A-2172-4EBF-A298-9654D75D2560,74233333,1600000
1:14.233,1:15.833,74.233,75.833,5,video,1,irene_face.png,irene_face.png,irene_face.png,staged_kit,1.0,1.0,1.606660725815097,0.38,speeds:speed | video_effects:Shake | canvases:canvas_color | material_animations:sticker_animation,CDF76419-3595-460B-869B-30CA9657586B,74233333,1600000
1:15.167,1:16.633,75.167,76.633,13,audio,5,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.23848186433315277,,,speeds:speed | audio_fades:audio_fade,460511D3-06C2-45F3-9753-B4B4A7112149,75166666,1466667
1:15.833,1:18.367,75.833,78.367,2,video,4,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,legend_hf,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,5FF7A547-1670-4208-A4D6-8463818238DB,75833333,2533333
1:15.833,1:18.367,75.833,78.367,5,video,2,Talk.mp4,Talk.mp4,Talk.mp4,staged_kit,1.78,1.0,1.0,0.51,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,58DE97C2-C0E0-485D-80A4-E17002EF83B9,75833333,2533333
1:15.833,1:18.033,75.833,78.033,12,text,36,NEW ALLIANCES WILL FORM,NEW ALLIANCES WILL FORM,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,BDBDD260-E2A6-45FE-A31E-F496323A4C81,75833333,2200000
1:18.300,1:19.700,78.3,79.7,12,text,37,NEW TARGETS WILL EMERGE,NEW TARGETS WILL EMERGE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,4B29A949-3C1A-4F6F-BFC0-2C46E1C10490,78300000,1400000
1:18.333,1:20.167,78.333,80.167,17,audio,8,Horror Trailer Opener,Horror Trailer Opener,a5898644c22b97b2956ec62ae85e0cc2.mp3,capcut_stock,1.0,0.17043063044548035,,,speeds:speed,CA094ABD-7793-43D0-8EBE-D149EB00BD1A,78333333,1833333
1:18.367,1:20.600,78.367,80.6,2,video,5,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,legend_hf,1.72,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,9DBE0A2B-5D39-4C5B-A787-34341B89EAF2,78366666,2233334
1:20.233,1:21.400,80.233,81.4,12,text,38,AND ANOTHER DOUBLE,AND ANOTHER DOUBLE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,E866B3E8-E515-48A5-9BFD-6D74DED62000,80233333,1166667
1:20.600,1:22.900,80.6,82.9,2,video,6,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,legend_hf,1.0,1.0,1.0174729585165816,0.64,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,620D3D9B-6D37-453B-A587-9A2ABE1A91E3,80600000,2300000
1:20.900,1:23.200,80.9,83.2,17,audio,9,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.2556167542934418,,,speeds:speed | audio_fades:audio_fade,B80CFF94-F5F3-46F7-B415-C569A7F00359,80900000,2300000
1:21.400,1:22.900,81.4,82.9,12,text,39,WILL LEAVE THE GAME,WILL LEAVE THE GAME,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,E56BD2F9-F27A-4D69-B781-BE2CCD1D1140,81400000,1500000
1:22.900,1:25.600,82.9,85.6,3,video,0,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,legend_hf,1.5114770379893443,1.0,1.0,1.0,speeds:speed | canvases:canvas_color,6E115C8E-5E2C-44A6-A3FA-6E4996A7B868,82900000,2700000
1:22.900,1:24.467,82.9,84.467,12,text,40,WATCH EVERY CONVERSATION,WATCH EVERY CONVERSATION,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,561DA8A4-C030-4810-8BF3-D3F42FE3F073,82900000,1566666
1:24.467,1:25.333,84.467,85.333,12,text,41,CHALLENGE,CHALLENGE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,65C32FB5-8E67-4E80-97E3-FACAFBDBDD58,84466666,866667
1:24.567,1:26.400,84.567,86.4,17,audio,10,Short Whoosh 4,Short Whoosh 4,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.0,0.23088349401950836,,,speeds:speed,CD208E15-D87E-4D74-AF68-F39361F3CD25,84566666,1833334
1:25.333,1:26.167,85.333,86.167,12,text,42,AND VOTE,AND VOTE,,text,1.0,1.0,1.0,1.0,material_animations:sticker_animation | effects:7360971191827304961,40778EB9-B650-4B4E-9DA6-1AE0203E3D84,85333333,833333
1:25.600,1:26.733,85.6,86.733,3,video,1,signature_flyover.mp4,signature_flyover.mp4,signature_flyover.mp4,staged_phaser,4.23,0.0,1.7555555555555555,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,0BA9A9F7-1A3F-4DDA-82EB-70A2C8652A8E,85600000,1133333
1:26.233,1:28.233,86.233,88.233,19,audio,5,music_drama.mp3,music_drama.mp3,music_drama.mp3,staged_audio,1.0,0.19456399977207184,,,speeds:speed,9EE5DBC3-373F-43B2-972C-7D1BA98E52E7,86233333,2000000
1:26.400,1:28.233,86.4,88.233,18,audio,0,Cinematic Whoosh Hit Low 2,Cinematic Whoosh Hit Low 2,ec26041d833dd78bc1a88eb9eca84b71.mp3,capcut_stock,1.0,0.509760320186615,,,speeds:speed,FEF99001-B035-4522-A280-67B98288D9EF,86400000,1833333
1:26.733,1:28.233,86.733,88.233,3,video,2,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,legend_still,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,5F8C663F-7291-4DD4-B7B1-E5DB58B57083,86733333,1500000
1:27.467,1:28.233,87.467,88.233,17,audio,11,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,1.0,0.33987903594970703,,,speeds:speed | audio_fades:audio_fade,A01F934E-96AA-45E0-8B48-8A1AE298A029,87466666,766667
