start_tc,end_tc,start_s,end_s,track_index,display_name,material_name,resolved_filename,basename,source_class,media_kind,speed,volume,scale_x,alpha,extra_refs,path,material_id
1:03.000,1:06.000,63.0,66.0,6,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,A9AF9451-8517-4889-8FCE-B225B77A95FC.PNG,2c61bee1e03d950d1f9a1c78659585af.PNG,legend_still,photo,1.0,1.0,1.0,1.0,speeds:speed | video_effects:Shake | common_mask:Split | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/2c61bee1e03d950d1f9a1c78659585af.PNG,566600CE-13CB-4C57-B000-3BC558B57755
1:06.000,1:08.367,66.0,68.367,2,ivan_leave_phaser.jpg,ivan_leave_phaser.jpg,ivan_leave_phaser.jpg,f985e45ae099b082eefa305abfd8a0cf.jpg,staged_phaser,photo,1.0,1.0,2.3743746664361622,0.73,speeds:speed | transitions:Tremble Zoom | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/f985e45ae099b082eefa305abfd8a0cf.jpg,74F9F823-2074-4C92-87CB-6196EE112181
1:08.367,1:11.633,68.367,71.633,2,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,hf_20260722_181212_32030a6f-2158-4d31-bb14-3680c68392a2.mp4,54f6305b7bb1c8b68f9033257b1261c0.mp4,legend_hf,video,1.0,1.0,1.178197064989518,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/54f6305b7bb1c8b68f9033257b1261c0.mp4,3F5D171E-3D70-477E-B5DE-C5A3502AE849
1:11.633,1:13.267,71.633,73.267,2,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,hf_20260722_215402_d173dd7d-b468-402d-b3b0-df4cb632300e.mp4,aedb3c5e531952d117340031d21c94c4.mp4,legend_hf,video,1.78,1.0,1.0,1.0,speeds:speed | common_mask:Rectangle | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/aedb3c5e531952d117340031d21c94c4.mp4,80A35DA3-0C02-4F37-A445-00F3C8CC4794
1:11.633,1:13.267,71.633,73.267,5,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,2C03C154-F2C4-4558-9FEE-E8DA7D8D896E.PNG,68b17e74c6c21502b8d8e71656a33c1a.PNG,legend_still,photo,1.0,1.0,0.6091968403397146,0.77,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/68b17e74c6c21502b8d8e71656a33c1a.PNG,6212209E-276C-45E2-9E13-0A5AD40C7921
1:14.233,1:15.833,74.233,75.833,2,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,hf_20260722_224930_b79c5195-4d80-496b-9254-260b9dcab667.mp4,91ab6c3d639082ca2cf14c2570599cfd.mp4,legend_hf,video,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/91ab6c3d639082ca2cf14c2570599cfd.mp4,E8D1430A-2172-4EBF-A298-9654D75D2560
1:14.233,1:15.833,74.233,75.833,5,irene_face.png,irene_face.png,irene_face.png,db09a1862bc39e52478bc83fee64b74e.png,staged_kit,photo,1.0,1.0,1.606660725815097,0.38,speeds:speed | video_effects:Shake | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/db09a1862bc39e52478bc83fee64b74e.png,CDF76419-3595-460B-869B-30CA9657586B
1:15.833,1:18.367,75.833,78.367,2,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,hf_20260708_015857_9a406841-b4e2-4dd6-9a1e-4243d8f5b282 2.MP4,bc5766938f535beb4665369006eb0799.MP4,legend_hf,video,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/bc5766938f535beb4665369006eb0799.MP4,5FF7A547-1670-4208-A4D6-8463818238DB
1:15.833,1:18.367,75.833,78.367,5,Talk.mp4,Talk.mp4,Talk.mp4,af9ac492765103ae48d1d5445b959e13.mp4,staged_kit,video,1.78,1.0,1.0,0.51,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/af9ac492765103ae48d1d5445b959e13.mp4,58DE97C2-C0E0-485D-80A4-E17002EF83B9
1:18.367,1:20.600,78.367,80.6,2,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,hf_20260722_225047_3d0ced5c-c8db-4b60-b39d-59fbaf7bb889.mp4,a9cacec862fd0eb78dd269431ac87c28.mp4,legend_hf,video,1.72,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/a9cacec862fd0eb78dd269431ac87c28.mp4,9DBE0A2B-5D39-4C5B-A787-34341B89EAF2
1:20.600,1:22.900,80.6,82.9,2,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,hf_20260722_230056_75260568-f1c8-4c85-ac18-5dfd29b58798.mp4,95a917233d3c16c3ce9fd96a85800dbd.mp4,legend_hf,video,1.0,1.0,1.0174729585165816,0.64,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/95a917233d3c16c3ce9fd96a85800dbd.mp4,620D3D9B-6D37-453B-A587-9A2ABE1A91E3
1:22.900,1:25.600,82.9,85.6,3,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,hf_20260722_230756_90488b12-a80b-4f14-85e0-5f6398983f8a.mp4,707486d624a36a99604cb9ea29e7f637.mp4,legend_hf,video,1.5114770379893443,1.0,1.0,1.0,speeds:speed | canvases:canvas_color,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/707486d624a36a99604cb9ea29e7f637.mp4,6E115C8E-5E2C-44A6-A3FA-6E4996A7B868
1:25.600,1:26.733,85.6,86.733,3,signature_flyover.mp4,signature_flyover.mp4,signature_flyover.mp4,2406c2e2063ede312de176b41ab0a861.mp4,staged_phaser,video,4.23,0.0,1.7555555555555555,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/2406c2e2063ede312de176b41ab0a861.mp4,0BA9A9F7-1A3F-4DDA-82EB-70A2C8652A8E
1:26.733,1:28.233,86.733,88.233,3,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,22F06DF6-E91F-4F98-9A12-B7CB1BE8A142.PNG,6f1dfa623b0d6a71a04237974961955b.PNG,legend_still,photo,1.0,1.0,1.0,1.0,speeds:speed | canvases:canvas_color | material_animations:sticker_animation,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/6f1dfa623b0d6a71a04237974961955b.PNG,5F8C663F-7291-4DD4-B7B1-E5DB58B57083
