kind,name,display_name,resolved_filename,resolved_origin,basename,source_class,duration_s,width,height,path,id
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,460511D3-06C2-45F3-9753-B4B4A7112149
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,09930143-26C1-4A20-AD10-319B7EDBB503
audios,Glitching Signal Glitch Futuristic Effect 2,Glitching Signal Glitch Futuristic Effect 2,,,8625df645137a82e2e310890f9471d82.mp3,capcut_stock,3.167,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/8625df645137a82e2e310890f9471d82.mp3,A0DE4C92-9FC9-422F-A31E-3DAC2F80E011
audios,v6_narration.mp3,v6_narration.mp3,v6_narration.mp3,audio_vo,224e079ddc377f1e045fab7c9e08f7bc.mp3,staged_audio,87.667,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/224e079ddc377f1e045fab7c9e08f7bc.mp3,9DDA24A2-07B7-4B62-9049-21E884BF92C0
audios,v6_narration.mp3,v6_narration.mp3,v6_narration.mp3,audio_vo,224e079ddc377f1e045fab7c9e08f7bc.mp3,staged_audio,87.667,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/224e079ddc377f1e045fab7c9e08f7bc.mp3,507D0417-9226-4069-850E-C08FE6FD4507
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,C1353F99-0D07-4E53-B8AA-C0E95BC4674B
audios,Cinematic Whoosh Hit Low 2,Cinematic Whoosh Hit Low 2,,,ec26041d833dd78bc1a88eb9eca84b71.mp3,capcut_stock,7.967,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/ec26041d833dd78bc1a88eb9eca84b71.mp3,83599EBF-C93F-4EE6-B8D4-6EDE31D41C46
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,ED672B11-BC28-4867-88F1-FC7538823238
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,B4583BCC-C174-407B-83DF-1BC5028A74BF
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,8DBE28A8-EA43-467A-8B80-8A77326565A0
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,45B9FA13-8936-4BEB-AAC0-782A0E133F80
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,B7D3F969-3728-4A42-AC45-47DCC211365F
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,00627E3F-7EA9-45A0-9AA9-F97DB85663F1
audios,Horror Trailer Opener,Horror Trailer Opener,,,a5898644c22b97b2956ec62ae85e0cc2.mp3,capcut_stock,64.633,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/a5898644c22b97b2956ec62ae85e0cc2.mp3,CA094ABD-7793-43D0-8EBE-D149EB00BD1A
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,B80CFF94-F5F3-46F7-B415-C569A7F00359
audios,Short Whoosh 4,Short Whoosh 4,,,7e380328c2613f621cbb05b88d1ff84a.mp3,capcut_stock,1.833,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/7e380328c2613f621cbb05b88d1ff84a.mp3,CD208E15-D87E-4D74-AF68-F39361F3CD25
audios,Digital Device Gadget Scanning Programming Sound2,Digital Device Gadget Scanning Programming Sound2,,,6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,capcut_stock,7.767,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/6f3ed3a2c7e2ca773168c3140c7d06ce.mp3,A01F934E-96AA-45E0-8B48-8A1AE298A029
audios,Cinematic Whoosh Hit Low 2,Cinematic Whoosh Hit Low 2,,,ec26041d833dd78bc1a88eb9eca84b71.mp3,capcut_stock,7.967,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/ec26041d833dd78bc1a88eb9eca84b71.mp3,FEF99001-B035-4522-A280-67B98288D9EF
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,DDB9B92B-B435-467A-BBCC-6C3763BE30C3
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,2CD336A3-5EF1-475F-AD49-FAEDBF40A710
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,30EEA3B0-1827-4C61-AE04-C077A45A67A6
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,C059BD05-E77F-43CE-8871-A60026AFC3E4
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,3E90D3C4-805B-4A29-9884-5DC44DA6A6CF
audios,music_drama.mp3,music_drama.mp3,music_drama.mp3,audio_music,c955d3beadd83a39271a780a51c7ec70.mp3,staged_audio,75.067,,,##_draftpath_placeholder_0E685133-18CE-45ED-8CB8-2904A212EC80_##/Resources/local/c955d3beadd83a39271a780a51c7ec70.mp3,9EE5DBC3-373F-43B2-972C-7D1BA98E52E7
audios,Horror Trailer Opener,Horror Trailer Opener,,,a5898644c22b97b2956ec62ae85e0cc2.mp3,capcut_stock,64.633,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/a5898644c22b97b2956ec62ae85e0cc2.mp3,1A2A71C5-1947-49A8-A071-23B6081B8CC1
audios,Horror Trailer Opener,Horror Trailer Opener,,,a5898644c22b97b2956ec62ae85e0cc2.mp3,capcut_stock,64.633,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/a5898644c22b97b2956ec62ae85e0cc2.mp3,9ED63837-C7B5-467B-9090-944E6731F6D2
audios,Horror Trailer Opener,Horror Trailer Opener,,,a5898644c22b97b2956ec62ae85e0cc2.mp3,capcut_stock,64.633,,,/Users/anyaf/Library/Containers/com.lemon.lvoverseas/Data/Movies/CapCut/User Data/Cache/music/a5898644c22b97b2956ec62ae85e0cc2.mp3,7BDC1C9E-33C7-4712-9FE7-0466E323A482
